"source_type","article_id","year","location","author_individual","name","title","abstract","doi","url","author_year_ID","authors_full"
"JOUR",90075208,"2022"," Europe"," Banta, Gary T.","author_02","Carbon sequestration is not inhibited by livestock grazing in Danish salt marshes","Climate change has created a need for solutions that can counteract greenhouse gas emissions. One is the expansion and maintenance of natural carbon (C)-sequestration habitats, such as forests and coastal and marine vegetated ecosystems, socalled ""blue carbon ecosystems"" including salt marshes, which represent large and long-term C-storage potential. While salt marsh blue carbon is gaining international attention, Baltic and Nordic salt marshes have been neglected in the blue carbon context. Here, we quantified C-stocks and C-sequestration rates in grazed and nongrazed sites of three Danish salt marshes, and evaluated whether grazing livestock, the standard management to increase biodiversity of the marshes, affect C-stocks and sequestration rates. The aboveground biomass and vegetation height in nongrazed salt marshes were significantly larger than for grazed salt marshes, but this did not lead to significantly enhanced overall sediment- or C-accumulation rates. Detailed model analyses of sediment profiles even indicated significantly higher C-densities in surface layers at grazed sites. Averaged C-densities, C-stocks (top 43 cm sediment) and sequestration rates estimated from Pb-210 profiles ranged 0.011-0.022 g C cm(-3), 4228-8178 g C m(-2), and 17-45 g C m(-2) yr(-1), respectively, with the latter being low in the global context. While this pioneering study for the Baltic and Nordic regions showed a neutral to positive effect of grazing on C-sequestration, there is a need to explore the overall C-footprint of this practice, including effects on net greenhouse gas emissions and coastal defense capacity, and define blue carbon management strategies for salt marshes to maximize their climate change mitigation and adaptation capacity while supporting biodiversity.","10.1002/lno.12011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122708409&doi=10.1002%2flno.12011&partnerID=40&md5=d81ebb481a511605d40a7fd7aa1ec32d","Graversen_2022_90075208","Graversen, Anna Elizabeth Lovgren; Banta, Gary T.; Masque, Pere; Krause-Jensen, Dorte"
NA,90075211,NA," Central/South America"," Barreto-Pittol, Eduardo M.","author_03",NA,NA,NA,NA,"Avendaño_NA_90075211","Avendaño, Yamilex; Fedón, Irene C.; Barreto-Pittol, Eduardo M.; Marrero, María de los Ángeles; Barreto, María B.; Suárez-Villasmil, Lourdes M."
NA,90075211,NA," Central/South America"," Barreto, María B.","author_05",NA,NA,NA,NA,"Avendaño_NA_90075211","Avendaño, Yamilex; Fedón, Irene C.; Barreto-Pittol, Eduardo M.; Marrero, María de los Ángeles; Barreto, María B.; Suárez-Villasmil, Lourdes M."
"JOUR",90074694,"2001","North America"," Beecher, C.B.","author_03","Carbon accumulation in Bay of Fundy salt marshes: Implications for restoration of reclaimed marshes","Transformation of agricultural land to natural terrestrial vegetation has been suggested as a means to increase soil carbon storage. However, the capacity for carbon storage in terrestrial soils is limited as compared to soils of tidal salt marshes, the original vegetation of many coastal agricultural lands. In a number of countries, tidal salt marshes have been ""reclaimed,"" that is drained and diked to prevent tidal flooding and create suitable conditions for dry land agriculture. In this study we examine spatial and temporal patterns of carbon accumulation in tidal salt marshes of the Bay of Fundy and estimate the carbon storage potential of the bay's extensive area of reclaimed marsh. Rates of carbon accumulation vary from the upper to the outer Bay, over which there is a gradient of decreasing tidal range and suspended sediment supply. In the outer bay, high-marsh densities are highest (0.042 +/- 0.009 g C cm(-3)), but carbon accumulation rates over the past 30 years are lowest (76 g C m(-2) yr(-1)). The reverse pattern occurs in the upper bay where carbon densities in the high-marsh environment are lowest (0.036 +/- 0.002 g C cm(-3)), but carbon accumulation rates over the past 30 years may be as high (184 g C m(-2) yr(-1)). Compared to other ecosystems, the rates of carbon accumulation presented in this study were similar over timescales of years to centuries. Increases in relative sea level (over time) and suspended sediment supply (across the bay) positively affect the marsh soil accumulation rate and the rate of carbon sequestration. Parameters such as %C are not useful predictors of a marsh's potential for carbon sequestration. Soil carbon densities of functioning marshes and reclaimed marsh soils are similar, but marsh soils have a storage capacity that increases with rising sea level, while agricultural soils, such as those in reclaimed marshes, have a fixed (or possibly decreasing in reclaimed marshes) volume over time.","10.1029/2000GB001346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035693360&doi=10.1029%2f2000GB001346&partnerID=40&md5=f05816b803c4320bb6abab7804d776eb","Connor_2001_90074694","Connor, R.F.; Chmura, G.L.; Beecher, C.B."
"JOUR",90075415,"2019"," Europe (rare)"," Bello, Diana","author_04","Effect of waterlogging on soil biochemical properties and organic matter quality in different salt marsh systems","This study investigated the effects of hydroperiod on soil organic matter quality in three different salt marshes in the Baiona lagoon (N Italy) representing terrestrial, intertidal and subaqueous ecosystems in the area. The study specifically aimed to gain some insight into how soil waterlogging (hydroperiod) affects the chemical and biological properties of soils as well as the quality and structure of the soil organic matter (SOM). Total contents of selected nutrients, total organic carbon and carbon stable isotope (delta C-13) were measured in all soil profiles. The results of these analyses enabled us to define the different origin of the SOM by discriminating between terrestrial and aquatic SOM sources. The findings also show that accumulation of nutrients and SOM is significantly magnified in intertidal systems, in which pedoturbation effects induced by water movements are particularly strong. In addition, DRIFT spectra of humic acids revealed the changes in the main functional groups in relation to increased waterlogging, highlighting the lower aromaticity and complexity in subaqueous soils (SASs), which is possibly due to the effect of the soil water saturation on the chemical and biological SOM transformation processes. Microbial biomass carbon (MBC), microbial quotient (Qmic) and the activities of some soil enzymes were measured to estimate soil metabolic activity in the systems and to evaluate how the microbial pool contributes to transforming the SOM. In all systems, the enzymatic activities were generally higher in subsurface horizons than in the surface horizon. This unexpected behaviour can be explained by the combined effect of water movement, erosion processes and preservation of SOM under anaerobic conditions. This study represents an attempt to investigate and understand the ongoing degradation processes in salt marsh ecosystems. The findings emphasize the strong influence of water flow and erosional processes associated with soil waterlogging on chemical and biological reactions in intertidal and subaqueous systems.","10.1016/j.geoderma.2018.12.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058501543&doi=10.1016%2fj.geoderma.2018.12.019&partnerID=40&md5=c33986307b7062a49ba31f07079917f9","Ferronato_2019_90075415","Ferronato, Chiara; Marinari, Sara; Francioso, Ornella; Bello, Diana; Trasar-Cepeda, Carmen; Antisari, Livia Vittori"
"JOUR",90074336,"2008"," Asia"," Bhosle, Narayan B.","author_03","Sources of hydrocarbons in sediments of the Mandovi estuary and the Marmugoa harbour, West coast of India","Surface sediments were collected from various locations of the Mandovi estuary and the Marmugoa harbour. Sediments were analysed for organic carbon (OC), total lipids, n-alkanes concentration and composition. Concentrations of OC, total lipids and n-alkanes varied spatially and ranged from 1 to 2.5%,176 to 1413 mu g/g dry weight (dw) sediments, and 0.8 to 3.2 mu g/g dw sediments of the Mandovi estuary, respectively; and from 0.6 to 2.9%, 233 to 1448 mu g/g dw sediments, and 1.6 to 10.7 mu g/g dw sediments in the Marmugoa harbour, respectively. Long chain, odd carbon n-alkanes (C-23-C-33) in the Mandovi estuary, whereas short chain, even carbon n-alkanes (C-11-C-21) in the Marmugoa harbour sediments were more abundant. The total HC concentrations, n-alkane composition, CPI, UCM and other evaluation indices suggest the dominance of terrestrial hydrocarbons in the estuarine while petroleum derived hydrocarbons in the harbour sediments. This conclusion was further supported by the abundance of hopanes with C-29 to C-34 alpha, beta compounds and steranes with C-27, C-28 and C-29 compounds in the harbour sediments. (C) 2008 Elsevier Ltd. All rights reserved.","10.1016/j.envint.2008.02.006",NA,"Harji_2008_90074336","Harji, Ranjita R.; Yvenat, Antoine; Bhosle, Narayan B."
"JOUR",90074441,"2021"," Europe"," Boettcher, Michael E.","author_02","Young soils of a temperate barrier island under the impact of formation and resetting by tides and wind","The island Spiekeroog (Germany) at the southern North Sea coast exhibits an island tail (Ostplate) of which large parts formed after 1860 by gradual eastward deposition of marine sediments. This study aimed to (i) provide a first overview of soils on the Ostplate, (ii) verify whether soil formation stages in different landscape elements (dune chain, dune slacks, saltmarsh, pioneer zone) are linked to the island's gradual development and (iii) to assess the impact of tides and winds on soil formation. Standard physicochemical properties of dune -and dune slack topsoils and 19 pedons (i.a. pH, total organic carbon (TOC), total inorganic carbon (TIC), total nitrogen (TN), and mean weight diameter (MWD) of water stable aggregates) were analyzed. Soils of the dune slacks, the saltmarsh and the pioneer zone classified as Gleysols which showed no trend towards differences along the Ostplate. The dune chain exhibited Protic Arenosols that were initially acidified in lee positions (min. pH = 5.1). Carbon (C) and nitrogen (N) isotopes (delta C-13, delta N-15) signatures of saltmarsh sediments were used as a proxy for the tidal influence on soil formation. In addition, sulfur (S) isotope (delta S-34) signatures revealed insights on sulfur sources in the saltmarsh. The delta C-13 signatures of organic matter (OM) decreased and TOC/TN -and TOC/total sulfur (TS) ratios increased with increasing elevation and decreasing flooding frequency. At higher flooding frequency, delta N-15 resembled the dominant input of OM from the southern North Sea, at a lower interaction level, mixing of a wider range of sources was indicated. S isotopes indicated dissolved sulfate and reduced species as sulfur sources. It was concluded that an ongoing impact of wind-induced sand movement at the dunes, and flooding-induced sediment movement in the saltmarsh and the pioneer zone, repealed any potential disparities in soil formation stages, which might have existed along the Ostplate.","10.1016/j.catena.2021.105275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103244945&doi=10.1016%2fj.catena.2021.105275&partnerID=40&md5=b9dd6a3562f60f8b6afc9b4eeb48c8e5","Pollmann_2021_90074441","Pollmann, Thomas; Boettcher, Michael E.; Giani, Luise"
"JOUR",90074450,"2018"," Central/South America"," Bojorquez-Sanchez, S.","author_06","Carbon burial and storage in tropical salt marshes under the influence of sea level rise","Coastal vegetated habitats can be important sinks of organic carbon (C-org) and mitigate global warming by sequestering significant quantities of atmospheric CO2 and storing sedimentary Corg for long periods, although their Corg burial and storage capacity may be affected by on-going sea level rise and human intervention. Geochemical data from published Pb-210-dated sediment cores, collected from low-energy microtidal coastal wetlands in El Salvador (Jiquilisco Bay) and in Mexico (Salada Lagoon; Estero de Urias Lagoon; Sian Ka'an Biosphere Reserve) were revisited to assess temporal changes (within the last 100 years) of Corg concentrations, storage and burial rates in tropical salt marshes under the influence of sea level rise and contrasting anthropization degree. Grain size distribution was used to identify hydrodynamic changes, and delta C-13 to distinguish terrigenous sediments from those accumulated under the influence of marine transgression. Although the accretion rate ranges in all sediment records were comparable, Corg concentrations (0.2-30%), stocks (30465 Mg ha(-1), by extrapolation to 1 m depth), and burial rates (3-378 g m(-2) year(-1)) varied widely within and among the study areas. However, in most sites sea level rise decreased C-org concentrations and stocks in sediments, but increased C-org burial rates. Lower C-org concentrations were attributed to the input of reworked marine particles, which contribute with a lower amount of C-org than terrigenous sediments; whereas higher C-org burial rates were driven by higher mass accumulation rates, influenced by increased flooding and human interventions in the surroundings. C-org accumulation and long-term preservation in tropical salt marshes can be as high as in mangrove or temperate salt marsh areas and, besides the reduction of C-org stocks by ongoing sea level rise, the disturbance of the long-term buried C-org inventories might cause high CO2 releases, for which they must be protected as a part of climate change mitigation efforts. (C) 2018 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2018.02.246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056809820&doi=10.1016%2fj.scitotenv.2018.02.246&partnerID=40&md5=84e7abe63414214f4feab6fad0a7fde9","Ruiz-Fernandez_2018_90074450","Ruiz-Fernandez, A. C.; Carnero-Bravo, V.; Sanchez-Cabeza, J. A.; Perez-Bernal, L. H.; Amaya-Monterrosa, O. A.; Bojorquez-Sanchez, S.; Lopez-Mendoza, P. G.; Cardoso-Mohedano, J. G.; Dunbar, R. B.; Mucciarone, D. A.; Marmolejo-Rodriguez, A. J."
"JOUR",90074595,"2013"," Europe"," Boluda, Rafael","author_06","Chemical and spectroscopic characteristics of humic acids in marshes from the Iberian Peninsula","To characterise soil humic acids (HAs) extracted from Spanish marshes formed under different vegetation types (Spartina maritima (GSp), Juncus maritimus (GJc), Phragmites australis (GPh), and Scirpus maritimus (VSc)), soil depths (0-20, 20-40 and 40-60 cm), physiographic position (low and high marshes), wetland types (salt marshes and lagoons) and environmental conditions (Atlantic and Mediterranean coast).Soil samples were collected in five Spanish marshes, three on the Galicia province and two on the Valencia province. Humic acids were extracted and their elemental composition, semiquinone-type free radical (SFR) content, FTIR and CPMAS C-13 NMR spectra determined. Total carbon (TC), total nitrogen (TN), total sulphur (TS), CaCO3 content, and field pH and Eh (mV) in the marsh soils sampled were also measured.The field pH and Eh values were typical of coastal areas submitted to periodic inundations and the highest TC, TN and TS contents were found in the soil of lagoon marshes as an effect of physiographic position and wetland type. The HAs, in general, were highly aliphatic and exhibited a low SFR content, which suggests a low humification degree of the SOM formed in the studied areas. This is a result of the anaerobic decomposition to which SOM is submitted and the high input of plant-derived organic matter (OM) by vegetation. However, among the studied sites low salt marsh and subsurface layer of the high salt marsh showed higher SFR content, simpler FTIR spectra, higher lignin degradation and lower O-alkyl C/alkyl C ratio than the lagoon marshes, thus suggesting the presence of a more humificated SOM in these sites.From the different factors analysed, only physiographic position (low versus high salt marshes) and wetland type (marshes versus lagoons) caused variations in the HAs characteristics, because as the studied soils are under anaerobic conditions, they control the exportation of plant-derived OM and the allochthonous OM contribution in the studied areas.","10.1007/s11368-012-0607-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872854631&doi=10.1007%2fs11368-012-0607-9&partnerID=40&md5=125a3a73864acf8cd600b84b0255f10a","Ferreira_2013_90074595","Ferreira, Fernando Perobelli; Vidal-Torrado, Pablo; Otero, Xose L.; Buurman, Peter; Martin-Neto, Ladislau; Boluda, Rafael; Macias, Felipe"
"JOUR",90074686,"2018"," Central/South America"," Bortolus, Alejandro","author_03","Soil-geomorphology relationships and landscape evolution in a southwestern Atlantic tidal salt marsh in Patagonia, Argentina","Salt marshes in Patagonia ecosystem are nowadays fully recognized by ecological, pollution and phytoremediation studies but a soil genesis and geomorphology approach is currently unknown. The aim of this study was to establish the soil-geomorphology relationship in Fracasso salt marsh and to determine the successional vegetation dynamics associated with the landscape evolution. This work was carried out in Fracasso salt marsh sited in Peninsula Valdes, Argentina, where an integrated study on soil-geomorphology relationship and landscape evolution was performed along with sedimentological analysis and vegetation changes (C3 photosynthesis pathway vs. C4 photosynthesis pathway plants). This last was determined through the delta C-13 composition from soil organic matter (SOM). Soil descriptions and laboratory analysis of soil samples were performed. A marked relationship between the vegetation unit, the dominant landform and the type of associated soil was found. Limoniwn brasiliense (Lb) and Sarcocornia perennis (Sp), both C3 plants, are dominant in levees associated with tidal creeks, and soils were classified as Typic Fluvaquents, while Spartina alterniflora (Sa) soils were classified as Sodic Endoaquents and Sodic Psammaquents. Although no sulfidic materials were identified by incubation test, they were identified by hydrogen peroxide treatment in Sa soils, and now are considered potential acid sulfate soils (PASS). Sedimentological analysis from deepest sandy C horizons indicates a beach depositional environment. On the other hand, the delta C-13 stable isotope composition of SOM preserved into these buried soil acting as parent materials shows the dominance of C4 plants presumably belonging to Swarm species, suggesting a possible colonization and stabilization as the pioneer salt marsh.","10.1016/j.jsames.2018.04.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046100223&doi=10.1016%2fj.jsames.2018.04.015&partnerID=40&md5=51f948fee42121cf3f388041d6fbf014","Rios_2018_90074686","Rios, Ileana; Jose Bouza, Pablo; Bortolus, Alejandro; del Pilar Alvarez, Maria"
"JOUR",90074914,"2020"," Europe (rare)"," Boscutti, Francesco","author_05","Contrasting responses of native and alien plant species to soil properties shed new light on the invasion of dune systems","Aims Among terrestrial ecosystems, coastal sandy dunes are particularly prone to alien plant invasion. Many studies related the invasion of dune habitats to anthropic causes, but less is known about the role of soil properties and plant traits in plant invasion. In this study, we tested the relationships between soil features and alien plant invasion in dune systems, focusing on the interplay between soil nutrients, soil salinity and plant functional traits.Methods Study sites were sandy barrier islands of the Marano and Grado lagoon (northern Adriatic Sea). One hundred plots (4 m x 4 m) were selected within 10 areas according to the main habitats occurring along the ecological gradient of dune system (foredune, backdune and saltmarsh). In each plot, we recorded all plant species occurrence and abundance and we collected a soil core. For each soil sample, soil texture, conductivity (as proxy of soil salinity), organic carbon and nitrogen content were analyzed and related to the species number and cover of native and alien plants. Variation of main reproductive and vegetative functional traits among habitats was also analyzed for both alien and native species.Important Findings Soil properties were strongly related to overall plant diversity, by differently affecting alien and native species pools. In backdune, the most invaded habitat, a high soil conductivity limited the number of alien species, whereas the content of soil organic carbon increased along with alien plant abundance, suggesting also the occurrence of potential feedback processes between plant invasion and soil. We found a significant convergence between native and alien plant functional trait spectra only in backdune habitat, where environmental conditions ameliorate and plant competition increases. Our findings suggest that in harsh conditions only native specialized plants can thrive while at intermediate conditions, soil properties gradient acts in synergy with plant traits to curb/facilitate alien plant richness.","10.1093/jpe/rtaa052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097187950&doi=10.1093%2fjpe%2frtaa052&partnerID=40&md5=46d0c511a7b57c105c5a84b9696412f6","Vitti_2020_90074914","Vitti, Stefano; Pellegrini, Elisa; Casolo, Valentino; Trotta, Giacomo; Boscutti, Francesco"
