source_type,article_id,year,location,author_individual,author_position,title,abstract,doi,url,author_year_ID,authors_full
JOUR,90074457,2020,NA," Zhao, Qingqing",author_03,"Bacterial Succession in Salt Marsh Soils Along a Short-term Invasion Chronosequence of Spartina alterniflora in the Yellow River Estuary, China","As an exotic plant species, Spartina alterniflora seriously threatens native ecosystem function in Chinese coastal regions. Unveiling the dynamics of soil bacteria community during its invasion is essential for a better understanding of related biogeochemical processes, while the shift in soil bacterial community over invasive time remains unclear. A short-term chronosequence was identified to assess the impacts of Spartina alterniflora invasion on soil nutrients and bacterial community composition and structure (using 16S rRNA gene high-throughput sequencing) over the time of invasion (i.e., (1) at least 10 years, (2) nearly 5 years, (3) less than 2 years, and (4) in native salt marshes or 0 years) in the Yellow River Estuary. The results exhibited an orderly change in the soil physicochemical properties and bacterial community composition over the invasion time. Soil pH showed a significant decrease with the accumulation of soil organic matter (SOM), whereas soil nutrients such as soil dissolved organic carbon (DOC), total nitrogen (TN), nitrate (NO3-), ammonium (NH4+), K+, and Mg2+ were generally increased with the age of the invasion. The number of operational taxonomic units (OTUs, 97% similarity level) exhibited a decreasing trend, which suggested a decline in bacterial diversity with the invasion age. The dominant groups at the phylum level were Proteobacteria, Bacteroidetes, Chloroflexi, Acidobacteria, and Gemmatimonadetes (the sum of relative abundance was > 70% across all samples). The relative abundances of Chloroflexi and Gemmatimonadetes steadily decreased, while the abundance of Bacteroidetes significantly increased with the plant invasion. The distribution pattern of the soil bacteria was clearly separated according to the principal coordinate analysis (PCoA) and canonical correspondence analysis (CCA) in native and invaded salt marshes. The variation in the soil bacterial community was tightly associated with the soil physicochemical properties (Mantel test, P < 0.05). Variance partitioning analysis (VPA) showed that plant traits explained 4.95% of the bacterial community variation, and soil variables explained approximately 26.96% of the variation. Network analysis also revealed that plant invasion strengthens the interaction among soil bacterial communities. Overall, our findings highlight the bacterial community succession during the Spartina alterniflora invasion in coastal salt marsh soils, which can provide insight regarding the association between soil development and invasive plant.",10.1007/s00248-019-01430-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071530664&doi=10.1007%2fs00248-019-01430-7&partnerID=40&md5=bf136b47d8e9ea54da3ae19499998dfd,Zhang_2020_90074457,"Zhang, Guangliang; Bai, Junhong; Zhao, Qingqing; Jia, Jia; Wang, Wei; Wang, Xin"
JOUR,90074459,2014,NA," Zhao, Qingqing",author_04,Summary of physical-chemical properties in the top 20 cm soils at three sampling sites during three sampling seasons,"Spring&#8202;=&#8202;April; Summer&#8202;=&#8202;August; Fall&#8202;=&#8202;November. BD&#8202;=&#8202;Bulk density; SOM&#8202;=&#8202;Soil organic matter.a,b different letters represent significant differences between three seasons at each site.1,2 different numbers represent significant differences between three sites in each season.Summary of physical-chemical properties in the top 20 cm soils at three sampling sites during three sampling seasons.",NA,NA,Xiao_2014_90074459,"Xiao, Rong; Wang, Junjing; Bai, Junhong; Zhao, Qingqing; Lu, Qiongqiong; Reddy, K Ramesh"
JOUR,90074517,2017,NA," Zhao, Qingqing",author_05,"Phosphorus sorption-desorption and effects of temperature, pH and salinity on phosphorus sorption in marsh soils from coastal wetlands with different flooding conditions","Wetland soils act as a sink or source of phosphorus (P) to the overlaying water due to phosphorus sorption-desorption processes. Litter information is available on sorption and desorption behaviors of phosphorus in coastal wetlands with different flooding conditions. Laboratory experiments were conducted to investigate phosphorus sorption-desorption processes, fractions of adsorbed phosphorus, and the effects of salinity, pH and temperature on phosphorus sorption on soils in tidal-flooding wetlands (TW), freshwater-flooding wetlands (FW) and seasonal-flooding wetlands (SW) in the Yellow River Delta. Our results showed that the freshly adsorbed phosphorus dominantly exists in Occluded-P and Fe/Al-P and their percentages increased with increasing phosphorus adsorbed. Phosphorus sorption isotherms could be better described by the modified Langmuir model than by the modified Freundlich model. A binomial equation could be properly used to describe the effects of salinity, pH, and temperature on phosphorus sorption. Phosphorus sorption generally increased with increasing salinity, pH, and temperature at lower ranges, while decreased in excess of some threshold values. The maximum phosphorus sorption capacity (Q(max)) was larger for FW soils (256 mg/kg) compared with TW (218 mg/kg) and SW soils (235 mg/kg) (p < 0.05). The percentage of phosphorus desorption (P-des) in the FW soils (7.5-63.5%) was much lower than those in TW (27.7-124.9%) and SW soils (19.2-108.5%). The initial soil organic matter, pH and the exchangeable Al, Fe and Cd contents were important factors influencing P sorption and desorption. The findings of this study indicate that freshwater restoration can contribute to controlling the eutrophication status of water bodies through increasing P sorption. (C) 2017 Elsevier Ltd. All rights reserved.",10.1016/j.chemosphere.2017.08.117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029414856&doi=10.1016%2fj.chemosphere.2017.08.117&partnerID=40&md5=bfe787c340fcb680b3ac089d5b886a87,Bai_2017_90074517,"Bai, Junhong; Ye, Xiaofei; Jia, Jia; Zhang, Guangliang; Zhao, Qingqing; Cui, Baoshan; Liu, Xinhui"
JOUR,90074576,2016,NA," Zhao, Qingqing",author_03,Five-year changes in soil organic carbon and total nitrogen in coastal wetlands affected by flow-sediment regulation in a Chinese delta,"Changes in the sources and sinks of soil organic carbon (SOC) and total nitrogen (TN) in wetland soils as indicators of soil quality and climate change have received attention worldwide. Soil samples were collected in 2007 and 2012 in the coastal wetlands of the Yellow River Delta and the SOC and TN were determined to investigate a five-year change in their content and stock in these wetlands as affected by flow-sediment regulation. Our results revealed that the soils in 2007 exhibited greater electrical conductivities, SOC content and density, and ammonium nitrogen (NH4+-N) levels in the top 10 cm soils (p < 0.05) compared with the soils in 2012. In general, the SOC and TN contents decreased with increasing soil depth. However, the highest ratios of soil organic carbon and total nitrogen (molar C/N ratios) were observed in the 30-40 cm soil layer. A significant SOC loss occurred (p < 0.05) in top 10 cm soils, but only a small change in SOC in the top 50 cm soils. Comparatively, TN levels did not show significant differences in the study period.",10.1038/srep21137,NA,Wang_2016_90074576,"Wang, Junjing; Bai, Junhong; Zhao, Qingqing; Lu, Qiongqiong; Xia, Zhijian"
JOUR,90074711,2014,NA," Zhao, Qingqing",author_03,Seasonal Dynamics of Trace Elements in Tidal Salt Marsh Soils as Affected by the Flow-Sediment Regulation Regime,"Soil profiles were collected in three salt marshes with different plant species (i.e. Phragmites australis, Tamarix chinensis and Suaeda salsa) in the Yellow River Delta (YRD) of China during three seasons (summer and fall of 2007 and the following spring of 2008) after the flow-sediment regulation regime. Total elemental contents of As, Cd, Cu, Pb and Zn were determined using inductively coupled plasma atomic absorption spectrometry to investigate temporal variations in trace elements in soil profiles of the three salt marshes, assess the enrichment levels and ecological risks of these trace elements in three sampling seasons and identify their influencing factors. Trace elements did not change significantly along soil profiles at each site in each sampling season. The highest value for each sampling site was observed in summer and the lowest one in fall. Soils in both P. australis and S. salsa wetlands tended to have higher trace element levels than those in T. chinensis wetland. Compared to other elements, both Cd and As had higher enrichment factors exceeding moderate enrichment levels. However, the toxic unit (TU) values of these trace elements did not exceed probable effect levels. Correlation analysis showed that these trace elements were closely linked to soil properties such as moisture, sulfur, salinity, soil organic matter, soil texture and pH values. Principal component analysis showed that the sampling season affected by the flow-sediment regulation regime was the dominant factor influencing the distribution patterns of these trace elements in soils, and plant community type was another important factor. The findings of this study could contribute to wetland conservation and management in coastal regions affected by the hydrological engineering.",10.1371/journal.pone.0107738,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929145188&doi=10.1371%2fjournal.pone.0107738&partnerID=40&md5=c0f79bd812a9b7787a4fbcb79361829f,Bai_2014_90074711,"Bai, Junhong; Xiao, Rong; Zhao, Qingqing; Lu, Qiongqiong; Wang, Junjing; Reddy, K. Ramesh"
JOUR,90074852,2016,NA," Zhao, Qingqing",author_05,"Effects of Water Level and Salinity on Total Sulfur Contents in Salt Marsh Soils of the Yellow River Delta, China","A field experiment was conducted on three different water levels and four salinity levels to investigate the effects of water level and salinity on the total sulfur (TS) content of marsh soil in the Yellow River Delta of China. The total sulfur content of surface and subsurface soils from incubated soil cores were measured under different water and salinity levels on three sampling dates. Our results showed that a higher TS content appeared in surface soils under a 5 cm water level on different sampling dates, of which higher TS content was observed in August (916 mg/kg) and October (1,335 mg/kg) under a 16.7aEuro degrees salinity level. However, a higher TS level (1,167 mg/kg) was observed under a 0.52aEuro degrees salinity level in September. Meanwhile, a lower TS content appeared in subsurface soils under a 10 cm water level at a 10.2aEuro degrees salinity level. The interaction of the water level and salinity had a significant effect on both the TS content and the C/S ratio. The TS content was significantly correlated with soil organic matter. However, a significant correlation between the total sulfur and the C/N ratio was not observed.",10.1007/s13157-015-0661-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959492234&doi=10.1007%2fs13157-015-0661-3&partnerID=40&md5=5e002356517a243af32e4855ffb7dda0,Lu_2016_90074852,"Lu, Qiongqiong; Bai, Junhong; Gao, Zhaoqin; Wang, Junjing; Zhao, Qingqing"
JOUR,90075370,2014,NA," Zhao, Qingqing",author_04,"Spatial and seasonal distributions of soil phosphorus in a typical seasonal flooding wetland of the Yellow River Delta, China","Soil samples from 0 to 100 cm depth were collected in four sampling sites (Sites A, B, C and D) along a 250-m length of sampling zone from the Yellow River channel to a tidal creek in a seasonal flooding wetland of the Yellow River Delta of China in fall of 2007 and spring of 2008 to investigate spatial and seasonal distribution patterns of total phosphorous (TP) and available phosphorus (AP) and their influencing factors. Our results showed that TP contents in spring and AP contents in both seasons in surface soils increased with increasing distances away from the Yellow River channel. TP contents in surface soils (0-10 cm) followed the order Site A (698.6 mg/kg) > Site B (688.0 mg/kg) > Site C (638.8 mg/kg) > Site D (599.2 mg/kg) in fall, while Site C (699.6 mg/kg) > Site D (651.7 mg/kg) > Site B (593.6 mg/kg) > Site A (577.5 mg/kg) in spring. Generally, lower TP content (630.6 mg/kg) and higher AP level (6.2 mg/kg) in surface soils were observed in spring compared to fall (656.2 mg/kg for TP and 5.2 mg/kg for AP). Both TP and AP exhibited similar profile distribution patterns and decreased with depth along soil profiles with one or two accumulation peaks at the depth of 40-80 cm. Although the mean TP content in soil profiles was slightly higher in spring (635.7 mg/kg) than that in fall (628.0 mg/kg), the mean TP stock was obviously lower in spring (959.9 g/m(2)) with an obvious accumulation at the 60-80 cm soil depth compared to fall (1124.6 g/m(2)). Topsoil concentration factors also indicated that TP and AP had shallower distribution in soil profiles. Correlation analysis showed that AP had significant and positive correlation with these soil properties such as soil organic matter, salinity, total nitrogen and Al (p < 0.01), but TP was just significantly correlated with TN and Al (p < 0.05).",10.1007/s12665-013-2872-3,NA,Ye_2014_90075370,"Ye, Xiaofei; Bai, Junhong; Lu, Qiongqiong; Zhao, Qingqing; Wang, Junjing"
JOUR,90075381,2016,NA," Zhao, Qingqing",author_03,Depth-distribution patterns and control of soil organic carbon in coastal salt marshes with different plant covers,"This study was carried out in three kinds of salt marshes according to the vegetation covers, including Phragmites australis salt marsh (PSM), Suaeda salus salt marsh (SSM) and Tamarix chinensis-Suaeda salus salt marsh (TSSM). We applied allometric function, exponential function and logistic function to model the depth distribution of the SOCv and SOCc for each salt marsh, respectively. The results showed that the exponential function fits the depth distribution of the SOCv more well than other two functions. The SOCc can be fitted very well by all three functions for three salt marsh (Adj. R-2 > 0.99), of which the allometric function was the best one. The mean topsoil concentration factors (TCFs) of three salt marshes were beyond 0.1, which means the SOC enrichment in surface soils due to plant cycling, but TCFs in PSM were significantly higher than those in SSM (P < 0.05). Nearly 30% of SOC was concentrated in the top 20 cm soils. The results of general linear model (GLM) suggested that four soil properties (soil water content, pH, soil salt content and silt+clay) and their interactive effects explained about 80% of the total variation of SOC stock in the top 20 cm soils and the 20-100 cm soil layers.",10.1038/srep34835,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990817882&doi=10.1038%2fsrep34835&partnerID=40&md5=24912372ff0e19e750b300a353200145,Bai_2016_90075381,"Bai, Junhong; Zhang, Guangliang; Zhao, Qingqing; Lu, Qiongqiong; Jia, Jia; Cui, Baoshan; Liu, Xinhui"
JOUR,90075409,2021,NA," Zhao, Qingqing",author_03,Soil carbon storage and carbon sources under different Spartina alterniflora invasion periods in a salt marsh ecosystem,"As an important component of global change, plant invasion threaten the sustainability of global ecosystems and may alter the carbon dynamics in the invaded area. Knowledge of the effects of Spartina alterniflora invasion on soil organic carbon (SOC) and soil inorganic carbon (SIC) stocks and their profile distribution is limited in coastal salt marshes, which are referred as important ""blue carbon"" ecosystems. A short-term invasion chronosequence of 2-10 years was used to evaluate the responses of SOC and SIC over the invasion period in the Yellow River Estuary, China. The C-13 isotope content was analyzed in soil, plant tissue, and sediment debris to infer the contribution of invasion to SOC accumulation in the invaded salt marshes. The results showed that more than 80% of the soil C was inorganic, and this percentage was higher in native sites and in the newly invaded areas. SOC accumulated linearly with the invasive time in the top 100 cm soil. The SOC accumulation rate varied along the soil profile, and was 0.10, 0.13, and 0.40 kg C m(-2) yr(-1) in the top 20cm, 40cm, 100cm soils, respectively. The C-13 isotope analysis demonstrated that debris-derived C was dominant in the native salt marshes (62.2% on average), while plant-derived C increased with the invasive time. Structural equation modeling (SEM) showed that the SIC loss in the top 40 cm with invasion could be indirectly attributed to the soil acidification in the alkaline soil and directly related to soil Ca loss. Our results also suggested that SIC loss would partially offset the CO2 sequestration associated with SOC burial caused by the invasion. This work indicates causal relationships between plant invasions and soil carbon pools and highlights the nonnegligible importance of inorganic C in coastal blue carbon budgets.",10.1016/j.catena.2020.104831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089223602&doi=10.1016%2fj.catena.2020.104831&partnerID=40&md5=c680f5156a3b091d70f2507fb80f7cd5,Zhang_2021_90075409,"Zhang, Guangliang; Bai, Junhong; Zhao, Qingqing; Jia, Jia; Wang, Xin; Wang, Wei; Wang, Xinyan"
JOUR,90075489,2015,NA," Zhao, Qingqing",author_06,"Spatial and temporal changes of phosphorus in coastal wetland soils as affected by a tidal creek in the Yellow River Estuary, China","In order to investigate spatial and temporal changes of soil phosphorus and its availability in coastal wetlands in the Yellow River Estuary, soil samples from five sampling sites (Sites 1-5) in four sampling periods were collected and the contents of soil phosphorus and other properties were detected. Our results showed that there were no significant differences in total phosphorus (TP) in surface and subsurface soils among the five sampling sites (p > 0.05), whereas significant differences were observed between June and other months (p < 0.05) following the order June > August > November > April. Generally, available phosphorus (AP) contents also showed a fluctuation in different sampling periods and there were significant differences between November and August and April at 10-20 cm soil layer (p < 0.05). The soil P supply was generally lower with lower AP:TP ratios less than 2%. Spatial changes along the sampling belt in AP: TP ratios were similar in surface soils except for April, whereas they decreased in subsurface soils in June and November, and fluctuated slightly in August and April. Lower C:P ratios (<50) in coastal wetland soils contributed to soil P mineralization. Spatial changes in the C:P ratios were similar the surface soils in four sampling periods, and the reverse changing tendencies were observed in subsurface soils between April and June and between August and November. Correlation analysis showed that TP had significant positive correlations with Al, Mg and bulk density and negative correlations with soil moisture and C:P ratio (p < 0.01). Comparatively, AP was just significantly correlated with soil organic matter. The findings indicated that seasonal changes in soil P should be given more concerns to minimize the eutrophication risk of water bodies in coastal wetlands and guide the flow and sediment regulation regime of the upstream reservoir. (C) 2015 Elsevier Ltd. All rights reserved.",10.1016/j.pce.2015.08.003,NA,Gao_2015_90075489,"Gao, Zhaoqin; Bai, Junhong; Jia, Jia; Wen, Xiaojun; Zhang, Guangliang; Zhao, Qingqing"
JOUR,90074569,2015,NA," Zhao, Yongqiang",author_09,The Invasion of Spartina alterniflora Alters Carbon Dynamics in China's Yancheng Natural Reserve,"Ecosystem processes are tightly linked to the structure and functioning of plant communities. Large-scale invasion of Spartina alterniflora on unvegetated intertidal mudflats is expected to reduce atmospheric CO2 through an increase in the carbon storage of coastal ecosystem. In China's Yancheng Natural Reserve, plant carbon storage (PCS), soil total organic carbon storage (SCS), as well as CO2 and CH4 fluxes, were compared between Spartina invaded marsh and adjacent native marshes. PCS of Spartina marsh was 16.9 and 1.4 times higher compared to those of Suaeda and Phragmites marshes, whereas relatively larger aboveground PCS but smaller belowground PCS were found in the newly settled seaward margin of the Spartina marsh. SCS in Spartina marsh was also 1.5 times higher than that in unvegetated mudflat. Although Spartina vegetation assimilated a substantial amount of CO2, mass emission of CH4 from the invaded marsh was also noticed, especially in summer, it was 9-16 times higher than those from native marshes. Our study indicates that instead of CO2 being simply incorporated into PCS and SCS, carbon dynamics following Spartina invasion are more complicated. Detailed studies of CH4 emissions are needed before ascertaining whether, and to what degree, the invasion of S. alterniflora may affect the global warming process.",10.1002/clen.201300839,NA,Zhou_2015_90074569,"Zhou, Changfang; Zhao, Hui; Sun, Zhiyi; Zhou, Luxian; Fang, Chao; Xiao, Yan; Deng, Zifa; Zhi, Yingbiao; Zhao, Yongqiang; An, Shuqing"
JOUR,90075308,2020,NA," Zhao, Yongqiang",author_04,"Comparison of Carbon, Nitrogen, and Sulfur in Coastal Wetlands Dominated by Native and Invasive Plants in the Yancheng National Nature Reserve, China","The rapid invasion of the plant Spartina alterniflora in coastal wetland areas can threaten the capacity of their soils to store carbon (C), nitrogen (N), and sulfur (S). In this study, we investigated the spatial and temporal distribution patterns of C, N and S of both soil and (native and invasive) plants in four typical coastal wetlands in the core area of the Yancheng National Nature Reserve, China. The results show that the invasive S. alterniflora greatly influenced soil properties and increased soil C, N and S storage capacity: the stock (mean +/- standard error) of soil organic carbon (SOC, (3.56 +/- 0.36) kg/m(3)), total nitrogen (TN, (0.43 +/- 0.02) kg/m(3)), and total sulfur (TS, (0.69 +/- 0.11) kg/m(3)) in the S. alterniflora marsh exceeded those in the adjacent bare mudflat, Suaeda salsa marsh, and Phragmites australis marsh. Because of its greater biomass, plant C ((1193.7 +/- 133.6) g/m(2)), N ((18.8 +/- 2.4) g/m(2)), and S ((9.4 +/- 1.5) g/m(2)) storage of S. alterniflora was also larger than those of co-occurring native plants. More biogenic elements circulated in the soil-plant system of the S. alterniflora marsh, and their spatial and temporal distribution patterns were also changed by the S. alterniflora invasion. Soil properties changed by S. alterniflora's invasion thereby indirectly affected the accumulation of soil C, N and S in this wetland ecosystem. The SOC, TN, and TS contents were positively correlated with soil electrical conductivity and moisture, but negatively correlated with the pH and bulk density of soil. Together, these results indicate that S. alterniflora invasion altered ecosystem processes, resulted in changes in net primary production and litter decomposition, and increased the soil C, N and S storage capacity in the invaded ecosystems in comparison to those with native tallgrass communities in the coastal wetlands of East China.",10.1007/s11769-020-1108-1,NA,Wan_2020_90075308,"Wan, Siang; Liu, Xingtu; Mou, Xiaojie; Zhao, Yongqiang"
JOUR,90075494,2020,NA," Zhao, Yongqiang",author_08,"Organic carbon and reduced inorganic sulfur accumulation in subtropical saltmarsh sediments along a dynamic coast, Yancheng, China","The carbon and sulfur cycles in coastal wetland sediments are intricately linked. We measured total organic carbon (TOC) and total reduced inorganic sulfur (TRIS) in sulfate-rich wetland sediments at middle and low elevation saltmarshs along the Yancheng coast, China. Results show that the average TOC concentrations (5.01 +/- 2.31 kg C/m(3)) associated with Spartina sediments in mid elevation sites is much higher than that seen in low elevation mudflats (0.65 +/- 0.25 kg C/m(3)). TRIS concentrations in Spartina sediments ranged from 21.7 +/- 11.2 mu mol.cm(-3) to 3.0 +/- 2.0 mu mol.cm(-3). Within the TRIS pool, elemental sulfur (ES) constituted the lowest fraction (3.6% to 31.4%) and chromium reduced sulfur (CRS) and acid volatile sulfur (AVS) fractions were higher particularly at coasts characterized by siltation, ranging from 29.9% to 62.2% and from 28% to 59%, respectively. AVS or CRS contents correlated positively with dissolved iron/SO42- and pH, while no clear relationship was present between the TRIS fractions and the abundance of sulfate reduction genes or between the TRIS fractions and TOC. Massive pyrite was the dominant authigenic pyrite present at all sites. Our results suggest that with sea level rise, prolonged inundation and rapid siltation would increase TRIS (especially AVS) and TOC accumulation concurrently while coastal erosion and strong waves would reduce both TOC and TRIS accumulation but increase the ES proportion due to exposure to aerobic conditions.",10.1016/j.jmarsys.2020.103415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088902668&doi=10.1016%2fj.jmarsys.2020.103415&partnerID=40&md5=0b2fd827ee80e51705887fa0acdf113b,Yang_2020_90075494,"Yang, Juan; Paytan, Adina; Yang, Yongqiang; Wei, Shiping; Liu, Baolin; Cui, Hongpeng; Chen, Yixiang; Zhao, Yongqiang"
JOUR,90075029,2021,NA," Zhao, Zhenzhen",author_04,Impact of Spartina alterniflora invasion on soil bacterial community and associated greenhouse gas emission in the Jiuduansha wetland of China,"Coastal wetlands are essential sources of greenhouse gases (GHGs) emission, and lots of them are invaded by Spartina alterniflora across different climate zones. We chose Jiuduansha wetland as a typical wetland ecosystem with minimal human activities to study the impacts and interactions between S. alterniflora invasion, soil functional microorganisms, and GHGs emission. Our findings indicated that in comparison to the mudflat and S. mariqueter habitat, the S. alterniflora invasion increased soil carbon dioxide (CO2) emission, which was highly positively related to aboveground biomass, soil organic carbon (SOC), and the ammonium-nitrogen (NH4+-N) concentration, but negatively related to the nitrate-nitrogen (NO3--N) concentration. The relative abundances of soil C-decomposing bacteria increased in S. alterniflora habitat compared with S. mariqueter habitat. Compared with the P. australis habitat, S. alterniflora invasion reduced soil CO2 emission, which was negatively related to salinity. The relative abundances of soil C-fixing bacteria (phylum Chloroflexi) and functional genes (acsA-F and rbcL) decreased in S. alterniflora habitat. Moreover, the S. alterniflora invasion increased soil methane (CH4) emission compared with the S. mariqueter and P. australis habitats, which was positively related to aboveground biomass, SOC and NH4+-N concentration, and negatively related to the NO3--N concentration. Besides, the relative abundances of CH4 oxidation functional genes were decreased in S. alterniflora habitat compared with the S. mariqueter and P. australis habitats. Meanwhile, the oxidation of CH4 to methanol was mainly regulated by mmoX gene at our study site. Thus, the soil CO2 and CH4 emissions after S. alterniflora invasion were regulated by soil environmental factors and soil C-fixing, C-decomposing, and CH4 oxidation functional microorganisms. Our results are helpful to better understand the mechanisms involved in the impacts of S. alterniflora invasions on GHG emissions in coastal wetlands.",10.1016/j.apsoil.2021.104168,NA,He_2021_90075029,"He, Chiquan; Wang, Xiaoxi; Wang, Daoyuan; Zhao, Zhenzhen; Wang, Feifei; Cheng, Liyu; Feng, Haiyue; Zhang, Pu"
JOUR,90075156,2021,NA," Zhao, Zhenzhen",author_04,Spartina alterniflora raised soil sulfide content by regulating sulfur cycle-associated bacteria in the Jiuduansha Wetland of China,"Purpose The Spartina alterniflora invasion across the southeast coast in China significantly reduced vegetation diversity and generated associated ecological problems. Sulfur (S) is a vital nutrient, while sulfide is phytotoxic and the impact of S. alterniflora invasion on soil S cycle remains unclear. Therefore, this study aims to investigate the impacts of S. alterniflora invasion on the S cycle and associated soil microbial communities. Methods Both field investigation and lab-scale experiments were conducted, analyzing soil sulfide and sulfate contents, soil properties over four seasons in the Jiuduansha Wetland of Shanghai, China, the high-throughput sequencing of soil microbial communities, S cycle-related functional genes and seed germination experiments. Results The contents of sulfide, soil organic carbon (SOC), and total nitrogen (TN) in the bulk soil of S. alterniflora invaded area were higher than those in the native species S. mariqueter habitat and bare mudflat soils. Spartina alterniflora invasion increased the abundance of the Nitrospiraceae and Desulfarculaceae families and reduced that of Hydrogenophilaceae. The relative abundance of the SO42- reduction functional genes (dsrA + dsrB) in the soil was increased after S. alterniflora invasion, while that of the S oxidation functional genes (yedZ + soxY) in the soil was reduced. Seed germination experiments with different sodium sulfide concentrations (Na2S) revealed that the phytotoxicity of sulfide caused more lethal damage to S. mariqueter than to S. alterniflora. Conclusion The S. alterniflora invasion significantly increased SOC and TN contents and reduced the abundance of sulfur-oxidizing functional genes, which led to the accumulation of soil sulfide.",10.1007/s11104-021-05154-x,NA,He_2021_90075156,"He, Chiquan; Cheng, Liyu; Wang, Daoyuan; Zhao, Zhenzhen; Wang, Zhengyu; Wang, Feifei; Wang, Xiaoxi; Zhang, Pu; Chen, Xueping; Liu, Xiaoyan"
JOUR,90074967,2016,NA," Zheng, Jinwei",author_10,Microbial activity promoted with organic carbon accumulation in macroaggregates of paddy soils under long-term rice cultivation,"While soil organic carbon (SOC) accumulation and stabilization has been increasingly the focus of ecosystem properties, how it could be linked to soil biological activity enhancement has been poorly assessed. In this study, topsoil samples were collected from a series of rice soils shifted from salt marshes for 0, 50, 100, 300 and 700 years from a coastal area of eastern China. Soil aggregates were fractioned into different sizes of coarse sand (200-2000 mu m), fine sand (20-200 mu m), silt (2-20 mu m) and clay (< 2 mu m), using separation with a low-energy dispersion protocol. Soil properties were determined to investigate niche specialization of different soil particle fractions in response to long-term rice cultivation, including recalcitrant and labile organic carbon, microbial diversity of bacterial, archaeal and fungal communities, soil respiration and enzyme activity. The results showed that the mass proportion both of coarse-sand (2000-200 mu m) and clay (< 2 mu m) fractions increased with prolonged rice cultivation, but the aggregate size fractions were dominated by fine-sand (200-20 mu m) and silt (20-2 mu m) fractions across the chronosequence. SOC was highly enriched in coarse-sand fractions (40-60 g kg(-1)) and moderately in clay fractions (20-25 g kg(-1)), but was depleted in silt fractions (similar to 10 g kg(-1)). The recalcitrant carbon pool was higher (33-40% of SOC) in both coarse-sand and clay fractions than in fine-sand and silt fractions (20-29% of SOC). However, the ratio of labile organic carbon (LOC) to SOC showed a weakly decreasing trend with decreasing size of aggregate fractions. Total soil DNA (deoxyribonucleic acid) content in the size fractions followed a similar trend to that of SOC. Despite the largely similar diversity between the fractions, 16S ribosomal gene abundance of bacteria and of archaeal were concentrated in both coarse-sand and clay fractions. Being the highest generally in coarse-sand fractions, 18S rRNA gene abundance of fungi decreased sharply but the diversity gently, with decreasing size of the aggregate fractions. The soil respiration quotient (ratio of respired CO2-C to SOC) was the highest in the silt fraction, followed by the fine-sand fraction, but the lowest in coarse-sand and clay fractions in the rice soils cultivated over 100 years, whereas the microbial metabolic quotient was lower in coarse-sandsized fractions than in other fractions. Soil respiration was higher in the silt fraction than in other fractions for the rice soils. For the size fractions other than the clay fraction, enzyme activity was increased with prolonged rice cultivation, whereas soil respiration appeared to have a decreasing trend. Only in the coarse-sand fraction was both microbial gene abundance and enzyme activity well correlated to SOC and LOC content, although the chemical stability and respiratory of SOC were similar between coarse-sand and clay fractions. Thus, biological activity was generally promoted with LOC accumulation in the coarse-sand-sized macroaggregates of the rice soils, positively responding to prolonged rice cultivation management. The finding here provides a mechanistic understanding of soil organic carbon turnover and microbial community succession at fine scale of soil aggregates that have evolved along with anthropogenic activity of rice cultivation in the field.",10.5194/bg-13-6565-2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006367236&doi=10.5194%2fbg-13-6565-2016&partnerID=40&md5=d57a008abcef0f9470eec299deab60ff,Liu_2016_90074967,"Liu, Yalong; Wang, Ping; Ding, Yuanjun; Lu, Haifei; Li, Lianqing; Cheng, Kun; Zheng, Jufeng; Filley, Timothy; Zhang, Xuhui; Zheng, Jinwei; Pan, Genxing"
