Article ID,Article Title,User Name,Resolve?,Include,Location of interest,Less interest,Primary data?,Dataset already extracted?,User Note,Title,Journal,Authors
90075360,When DNA puts ecological works back on the right track: genetic assessment and distribution patterns of mudsnail populations in the Evros Delta lagoons,taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,When DNA puts ecological works back on the right track: genetic assessment and distribution patterns of mudsnail populations in the Evros Delta lagoons,,"Kevrekidis, T; Wilke, T; Mogias, A"
90075361,ROLES AND PATTERNS OF HURRICANE SEDIMENTATION IN AN ESTUARINE MARSH LANDSCAPE,taniamaxwell7,,FALSE,,USA,FALSE,,,ROLES AND PATTERNS OF HURRICANE SEDIMENTATION IN AN ESTUARINE MARSH LANDSCAPE,,"NYMAN, JA; CROZIER, CR; DELAUNE, RD"
90075362,MICROBIOLOGICAL AND PHYSICAL-PROPERTIES OF SALT-MARSH AND MICRO-ECOSYSTEM SEDIMENTS,taniamaxwell7,,FALSE,,USA,FALSE,,,MICROBIOLOGICAL AND PHYSICAL-PROPERTIES OF SALT-MARSH AND MICRO-ECOSYSTEM SEDIMENTS,,"REICHGOTT, M; STEVENSON, LH"
90075363,Rapid sampling of organic matter in flooded soils and sediments,taniamaxwell7,,FALSE,,USA,FALSE,,,Rapid sampling of organic matter in flooded soils and sediments,,"Hopkinson, C.S.; Lloyd Dunn, E."
90075364,"Heavy metal contamination assessment of surface sediments of the Subei Shoal, China: Spatial distribution, source apportionment and ecological risk",taniamaxwell7,,FALSE,, China,FALSE,,,"Heavy metal contamination assessment of surface sediments of the Subei Shoal, China: Spatial distribution, source apportionment and ecological risk",,"Zhang, Mingming; He, Pei; Qiao, Guo; Huang, Jintian; Yuan, Xiutang; Li, Qiang"
90075365,"Spatial and Temporal Sediment Dynamics in a Subarctic Salt Marsh (Gulf of St. Lawrence, Canada)",taniamaxwell7,,TRUE,North America,,FALSE,,,"Spatial and Temporal Sediment Dynamics in a Subarctic Salt Marsh (Gulf of St. Lawrence, Canada)",,"Gibeault, Claude; Neumeier, Urs; Bernatchez, Pascal"
90075366,Nutrient levels modify saltmarsh responses to increased inundation in different soil types,taniamaxwell7,,FALSE, Europe (rare),,FALSE,,,Nutrient levels modify saltmarsh responses to increased inundation in different soil types,,"Wong, Joanne X. W.; Van Colen, Carl; Airoldi, Laura"
90075367,Distribution characteristics of crab burrows in Phragmites australis and Spartina alterniflora salt marshes in the Yangtze Estuary and their influencing factors,taniamaxwell7,,FALSE,, China,FALSE,,,Distribution characteristics of crab burrows in Phragmites australis and Spartina alterniflora salt marshes in the Yangtze Estuary and their influencing factors,,Wang Yan; Tong Chunfu
90075368,Calibration of pollen assemblages and carbon-nitrogen ratios to discriminate boreal wetland types,taniamaxwell7,,TRUE,North America,,FALSE,,,Calibration of pollen assemblages and carbon-nitrogen ratios to discriminate boreal wetland types,,"Pendea, I. Florin; Chmura, Gail L."
90075369,Macrofaunal succession and community structure in Salicornia marshes of southern California,taniamaxwell7,,FALSE,,USA,FALSE,,,Macrofaunal succession and community structure in Salicornia marshes of southern California,,"Talley, T.S.; Levin, L.A."
90075370,"Spatial and seasonal distributions of soil phosphorus in a typical seasonal flooding wetland of the Yellow River Delta, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Spatial and seasonal distributions of soil phosphorus in a typical seasonal flooding wetland of the Yellow River Delta, China",,"Ye, Xiaofei; Bai, Junhong; Lu, Qiongqiong; Zhao, Qingqing; Wang, Junjing"
90075371,Biomass accumulation during reed encroachment reduces efficiency of restoration of Baltic coastal grasslands,taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,Biomass accumulation during reed encroachment reduces efficiency of restoration of Baltic coastal grasslands,,"Sammul, Marek; Kauer, Karin; Koester, Tiina"
90075372,WETLAND SOIL FORMATION IN THE RAPIDLY SUBSIDING MISSISSIPPI RIVER DELTAIC PLAIN - MINERAL AND ORGANIC-MATTER RELATIONSHIPS,taniamaxwell7,,FALSE,,USA,FALSE,,,WETLAND SOIL FORMATION IN THE RAPIDLY SUBSIDING MISSISSIPPI RIVER DELTAIC PLAIN - MINERAL AND ORGANIC-MATTER RELATIONSHIPS,,"Nyman, J.A.; Delaune, R.D.; Patrick Jr., W.H."
90075373,"Geochemical Characteristics of Soil C, N, P, and Their Stoichiometrical Significance in the Coastal Wetlands of Laizhou Bay, Bohai Sea",taniamaxwell7,,FALSE,, China,TRUE,,,"Geochemical Characteristics of Soil C, N, P, and Their Stoichiometrical Significance in the Coastal Wetlands of Laizhou Bay, Bohai Sea",,"Cao, Lei; Song, Jinming; Li, Xuegang; Yuan, Huamao; Li, Ning; Duan, Liqin; Wang, Qidong"
90075374,"AN INVENTORY OF C-13 ABUNDANCES IN COASTAL WETLANDS OF LOUISIANA, USA - VEGETATION AND SEDIMENTS",taniamaxwell7,,FALSE,,USA,FALSE,,,"AN INVENTORY OF C-13 ABUNDANCES IN COASTAL WETLANDS OF LOUISIANA, USA - VEGETATION AND SEDIMENTS",,"Chmura, G.L.; Aharon, P.; Socki, R.A.; Abernethy, R."
90075375,Limited Vegetation Development on a Created Salt Marsh Associated with Over-Consolidated Sediments and Lack of Topographic Heterogeneity,taniamaxwell7,,FALSE,, UK,FALSE,,,Limited Vegetation Development on a Created Salt Marsh Associated with Over-Consolidated Sediments and Lack of Topographic Heterogeneity,,"Brooks, Katherine L.; Mossman, Hannah L.; Chitty, Joanna L.; Grant, Alastair"
90075376,Variation of soil carbon and nitrogen storage in a natural restoration chronosequence of reclaimed temperate marshes,taniamaxwell7,,FALSE,, China,TRUE,,,Variation of soil carbon and nitrogen storage in a natural restoration chronosequence of reclaimed temperate marshes,,"Wang, Chunguang; Li, Haixing; Cai, Tijiu; Sun, Xiaoxin"
90075377,"Effect of Spartina alterniflora invasion and its controlling technologies on soil microbial respiration of a tidal wetland in Chongming Dongtan, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Effect of Spartina alterniflora invasion and its controlling technologies on soil microbial respiration of a tidal wetland in Chongming Dongtan, China",,"Chen, Jinhai; Wang, Lei; Li, Yanli; Zhang, Wenquan; Fu, Xiaohua; Le, Yiquan"
90075378,"Effects of exotic cordgrass Spartina alterniflora on soil physical and chemical characteristics in the Haihe River estuary, China",taniamaxwell7,,FALSE,, China,TRUE,,,"Effects of exotic cordgrass Spartina alterniflora on soil physical and chemical characteristics in the Haihe River estuary, China",,"Liu, F.; Huo, Y.; Chai, M.; Shi, F."
90075379,"Collection, analysis, and age-dating of sediment cores from mangrove and salt marsh ecosystems in Tampa Bay, Florida, 2015",taniamaxwell7,,FALSE,,USA,FALSE,,,"Collection, analysis, and age-dating of sediment cores from mangrove and salt marsh ecosystems in Tampa Bay, Florida, 2015",,"O'Keefe Suttles, Jennifer A; Eagle, Meagan J; Mann, Adrian C; Kroeger, Kevin D"
90075380,"Aquatic and edaphic determinants influencing carbon storage in a salt marsh grass, Porteresia coarctata, of the Bhitarkanika wildlife sanctuary and the Mahanadi estuary",taniamaxwell7,,TRUE, Asia,,TRUE,,,"Aquatic and edaphic determinants influencing carbon storage in a salt marsh grass, Porteresia coarctata, of the Bhitarkanika wildlife sanctuary and the Mahanadi estuary",,"Banerjee, K.; Mallik, K.; Sahoo, C.K.; Paul, R."
90075381,Depth-distribution patterns and control of soil organic carbon in coastal salt marshes with different plant covers,taniamaxwell7,,FALSE,, China,TRUE,,,Depth-distribution patterns and control of soil organic carbon in coastal salt marshes with different plant covers,,"Bai, Junhong; Zhang, Guangliang; Zhao, Qingqing; Lu, Qiongqiong; Jia, Jia; Cui, Baoshan; Liu, Xinhui"
90075382,Accumulation of soil carbon drives denitrification potential and lab incubated gas production along a chronosequence of salt marsh development,taniamaxwell7,,FALSE,,USA,FALSE,,,Accumulation of soil carbon drives denitrification potential and lab incubated gas production along a chronosequence of salt marsh development,,"He, Yanlong; Widney, Sarah; Ruan, Michelle; Herbert, Ellen; Li, Xiuzhen; Craft, Christopher"
90075383,"Changes in sediment nutrients following Spartina alterniflora invasion in a subtropical estuarine wetland, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Changes in sediment nutrients following Spartina alterniflora invasion in a subtropical estuarine wetland, China",,"Xie, Rongrong; Zhu, Yuchen; Li, Jiabing; Liang, Qianqian"
90075384,"Molecular hydrogen uptake by soils in forest, desert, and marsh ecosystems in California",taniamaxwell7,,FALSE,,USA,FALSE,,,"Molecular hydrogen uptake by soils in forest, desert, and marsh ecosystems in California",,"Smith-Downey, Nicole V.; Randerson, James T.; Eiler, John M."
90075385,"Distribution of modern salt-marsh foraminifera from the eastern Mississippi sound, U.S.A",taniamaxwell7,,FALSE,,USA,FALSE,,,"Distribution of modern salt-marsh foraminifera from the eastern Mississippi sound, U.S.A",,"Haller, Christian; Smith, Christopher G.; Hallock, Pamela; Hine, Albert C.; Osterman, Lisa E.; McCloskey, Terrence"
90075386,New applications of the Poisson distribution in micropalaeontology: relationships between environmental variables and the Ammonia tepida distribution in the south-western Spanish estuaries,taniamaxwell7,,FALSE, Europe,,FALSE,,,New applications of the Poisson distribution in micropalaeontology: relationships between environmental variables and the Ammonia tepida distribution in the south-western Spanish estuaries,,"Ruiz, Francisco; Gonzalez-Regalado, Maria Luz; Abad, Manuel; Munoz, Juan Manuel; Pino, Rafael"
90075387,"NITROGEN, PHOSPHORUS AND ORGANIC-CARBON POOLS IN NATURAL AND TRANSPLANTED MARSH SOILS",taniamaxwell7,,FALSE,,USA,TRUE,,,"NITROGEN, PHOSPHORUS AND ORGANIC-CARBON POOLS IN NATURAL AND TRANSPLANTED MARSH SOILS",,"Craft, C.B.; Broome, S.W.; Seneca, E.D."
90075388,Blue Carbon Stocks and Cross-Habitat Subsidies,taniamaxwell7,,TRUE, Oceania,,TRUE,,,Blue Carbon Stocks and Cross-Habitat Subsidies,,"Bulmer, Richard Hugh; Stephenson, Fabrice; Jones, Hannah F. E.; Townsend, Michael; Hillman, Jenny R.; Schwendenmann, Luitgard; Lundquist, Carolyn J."
90075389,Marginal marine environments of the Skagerrak and Kattegat: a baseline study of living (stained) benthic foraminiferal ecology,taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,Marginal marine environments of the Skagerrak and Kattegat: a baseline study of living (stained) benthic foraminiferal ecology,,"Alve, E; Murray, JW"
90075390,Soil fungal communities vary with invasion by the exotic Spartina alternifolia Loisel. in coastal salt marshes of eastern China,taniamaxwell7,,FALSE,, China,FALSE,,,Soil fungal communities vary with invasion by the exotic Spartina alternifolia Loisel. in coastal salt marshes of eastern China,,"Yang, Wen; Jeelani, Nasreen; Xia, Lu; Zhu, Zhihong; Luo, Yiqi; Cheng, Xiaoli; An, Shuqing"
90075391,ECOLOGICAL STUDIES ON THE HALOPHYTE COMMUNITIES AT WESTERN AND SOUTHERN COAST IN KOREA 3. ON THE SOIL PROPERTIES SPECIES DIVERSITY AND MINERAL CYCLINGS IN RECLAIMED SOIL IN INCHON SOUTH KOREA,taniamaxwell7,,TRUE, Asia,,FALSE,,,ECOLOGICAL STUDIES ON THE HALOPHYTE COMMUNITIES AT WESTERN AND SOUTHERN COAST IN KOREA 3. ON THE SOIL PROPERTIES SPECIES DIVERSITY AND MINERAL CYCLINGS IN RECLAIMED SOIL IN INCHON SOUTH KOREA,,KIM J H; MIN B M
90075392,Carbon and Nitrogen Contents Driven by Organic Matter Source within Pichavaram Wetland Sediments,taniamaxwell7,,FALSE, Asia,,,TRUE,,Carbon and Nitrogen Contents Driven by Organic Matter Source within Pichavaram Wetland Sediments,,"Naidu, S.A.; Kathiresan, K.; Simonson, J.H.; Blanchard, A.L.; Sanders, C.J.; Pérez, A.; Post, R.M.; Subramoniam, T.; Naidu, R.A.; Narender, R."
90075393,"Recent benthic foraminiferal distribution in the Elbe Estuary (North Sea, Germany): A response to environmental stressors",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Recent benthic foraminiferal distribution in the Elbe Estuary (North Sea, Germany): A response to environmental stressors",,"Francescangeli, Fabio; Milker, Yvonne; Bunzel, Dorothea; Thomas, Helmuth; Norbisrath, Mona; Schoenfeld, Joachim; Schmiedl, Gerhard"
90075394,Accretion rates and sediment accumulation in Rhode Island salt marshes,taniamaxwell7,,FALSE,,USA,FALSE,,,Accretion rates and sediment accumulation in Rhode Island salt marshes,,"Bricker-Urso, S.; Nixon, S.W.; Cochran, J.K.; Hirschberg, D.J.; Hunt, C."
90075395,"Clay mineralogy, grain size distribution and their correlations with trace metals in the salt marsh sediments of the Skallingen barrier spit, Danish Wadden Sea",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Clay mineralogy, grain size distribution and their correlations with trace metals in the salt marsh sediments of the Skallingen barrier spit, Danish Wadden Sea",,"He, Changling; Bartholdy, Jesper; Christiansen, Christian"
90075396,"Saltmarsh soil evolution after land reclamation in Atlantic estuaries (Bay of Biscay, North coast of Spain)",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Saltmarsh soil evolution after land reclamation in Atlantic estuaries (Bay of Biscay, North coast of Spain)",,"Fernandez, Susana; Santin, Cristina; Marquinez, Jorge; Alvarez, Miguel A."
90075397,"Stable Isotope (δ13C, δ15N, δ18O, δD) composition and nutrient concentration of Red Sea primary producers",taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,"Stable Isotope (δ13C, δ15N, δ18O, δD) composition and nutrient concentration of Red Sea primary producers",,"Duarte, C.M.; Delgado-Huertas, A.; Anton, A.; Carrillo-de-Albornoz, P.; López-Sandoval, D.C.; Agustí, S.; Almahasheer, H.; Marbá, N.; Hendriks, I.E.; Krause-Jensen, D.; Garcias-Bonet, N."
90075398,Species-Specific Impacts of Invasive Plant Success on Vertical Profiles of Soil Carbon Accumulation and Nutrient Retention in the Minjiang River Tidal Estuarine Wetlands of China,taniamaxwell7,,FALSE,, China,TRUE,,,Species-Specific Impacts of Invasive Plant Success on Vertical Profiles of Soil Carbon Accumulation and Nutrient Retention in the Minjiang River Tidal Estuarine Wetlands of China,,"Wang, Weiqi; Sardans, Jordi; Wang, Chun; Asensio, Dolores; Bartrons, Mireia; Penuelas, Josep"
90075399,Small-Scale Geochemical Heterogeneities and Seasonal Variation of Iron and Sulfide in Salt Marshes Revealed by Two-Dimensional Sensors,taniamaxwell7,,FALSE,,USA,FALSE,,,Small-Scale Geochemical Heterogeneities and Seasonal Variation of Iron and Sulfide in Salt Marshes Revealed by Two-Dimensional Sensors,,"Zhu, Qingzhi; Cochran, J. Kirk; Heilbrun, Christina; Yin, Hang; Feng, Huan; Tamborski, Joseph J.; Fitzgerald, Patrick; Cong, Wen"
90075400,ANALYSIS OF ESTUARINE SOIL GRADIENTS IN SALT MARSHES OF SOUTHWESTERN NETHERLANDS WITH SPECIAL REFERENCE TO SCHELDT ESTUARY,taniamaxwell7,,FALSE, Europe,,FALSE,,,ANALYSIS OF ESTUARINE SOIL GRADIENTS IN SALT MARSHES OF SOUTHWESTERN NETHERLANDS WITH SPECIAL REFERENCE TO SCHELDT ESTUARY,,"BEEFTINK, WG; DAANE, MC; VANLIERE, JM; NIEUWENHUIZE, J"
90075401,Dynamics of surface elevation and microtopography in different zones of a coastal Phragmites wetland,taniamaxwell7,,FALSE, Europe,,FALSE,,,Dynamics of surface elevation and microtopography in different zones of a coastal Phragmites wetland,,"Karstens, Svenja; Jurasinski, Gerald; Glatzel, Stephan; Buczko, Uwe"
90075402,"Effects of Various Interference Intensities on the Soil Bacterial Communities Diversity in the Sanjiang Plain, Northeast China",taniamaxwell7,,FALSE,, China,FALSE,,,"Effects of Various Interference Intensities on the Soil Bacterial Communities Diversity in the Sanjiang Plain, Northeast China",,"Liu, Yingnan; Sui, Xin; Li, Fu; Mu, Liqiang; Yang, Guoting; Ni, Hongwei; Zhang, Shiyao"
90075403,"Assessing delta C-13 and C/N ratios from organic material in archived cores as Holocene sea level and palaeoenvironmental indicators in the Humber Estuary, UK",taniamaxwell7,,FALSE,, UK,FALSE,,,"Assessing delta C-13 and C/N ratios from organic material in archived cores as Holocene sea level and palaeoenvironmental indicators in the Humber Estuary, UK",,"Lamb, Angela L.; Vane, Christopher H.; Wilson, Graham P.; Rees, John G.; Moss-Hayes, Vicky L."
90075404,"Stable carbon isotopes as potential sea-level indicators in salt marshes, North Carolina, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Stable carbon isotopes as potential sea-level indicators in salt marshes, North Carolina, USA",,"Kemp, Andrew C.; Vane, Christopher H.; Horton, Benjamin P.; Culver, Stephen J."
90075405,Microspatial ecotone dynamics at a shifting range limit: plant-soil variation across salt marsh-mangrove interfaces,taniamaxwell7,,FALSE,,USA,FALSE,,,Microspatial ecotone dynamics at a shifting range limit: plant-soil variation across salt marsh-mangrove interfaces,,"Yando, E. S.; Osland, M. J.; Hester, M. W."
90075406,Influence of salt marsh vegetation on spatial distribution of soil carbon and nitrogen in Yancheng coastal wetland,taniamaxwell7,,FALSE,, China,TRUE,,,Influence of salt marsh vegetation on spatial distribution of soil carbon and nitrogen in Yancheng coastal wetland,,Mao zhi-gang; Wang guo-xiang; Liu jin-e; Ren li-juan
90075407,"Iron biogeochemistry in Holocene palaeo and actual salt marshes in coastal areas of the Pampean Plain, Argentina",taniamaxwell7,,TRUE, Central/South America,,FALSE,,,"Iron biogeochemistry in Holocene palaeo and actual salt marshes in coastal areas of the Pampean Plain, Argentina",,"Osterrieth, M.; Borrelli, N.; Alvarez, M. F.; Nobrega, G. N.; Machado, W.; Ferreira, T. O."
90075408,DISTRIBUTION AND DEVELOPMENT OF IMMATURE SALT-MARSH TABANIDAE (DIPTERA),taniamaxwell7,,FALSE,,USA,FALSE,,,DISTRIBUTION AND DEVELOPMENT OF IMMATURE SALT-MARSH TABANIDAE (DIPTERA),,"MAGNARELLI, LA; ANDERSON, JF"
90075409,Soil carbon storage and carbon sources under different Spartina alterniflora invasion periods in a salt marsh ecosystem,taniamaxwell7,,FALSE,, China,TRUE,,,Soil carbon storage and carbon sources under different Spartina alterniflora invasion periods in a salt marsh ecosystem,,"Zhang, Guangliang; Bai, Junhong; Zhao, Qingqing; Jia, Jia; Wang, Xin; Wang, Wei; Wang, Xinyan"
90075410,"Effects of Spartina alterniflora Invasion on Soil Respiration in the Yangtze River Estuary, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Effects of Spartina alterniflora Invasion on Soil Respiration in the Yangtze River Estuary, China",,"Bu, Naishun; Qu, Junfeng; Li, Zhaolei; Li, Gang; Zhao, Hua; Zhao, Bin; Li, Bo; Chen, Jiakuan; Fang, Changming"
90075411,Sediment microbial activities and physic-chemistry as progress indicators of salt marsh restoration processes,taniamaxwell7,,FALSE, Europe,,FALSE,,,Sediment microbial activities and physic-chemistry as progress indicators of salt marsh restoration processes,,"Duarte, Bernardo; Freitas, Joana; Cacador, Isabel"
90075412,Plant biomass and soil organic carbon are main factors influencing dry-season ecosystem carbon rates in the coastal zone of the Yellow River Delta,taniamaxwell7,,FALSE,, China,,TRUE,,Plant biomass and soil organic carbon are main factors influencing dry-season ecosystem carbon rates in the coastal zone of the Yellow River Delta,,"Li, Yong; Wu, Haidong; Wang, Jinzhi; Cui, Lijuan; Tian, Dashuan; Wang, Jinsong; Zhang, Xiaodong; Yan, Liang; Yan, Zhongqing; Zhang, Kerou; Kang, Xiaoming; Song, Bing"
90075413,VERTICAL ACCRETION IN MICROTIDAL REGULARLY AND IRREGULARLY FLOODED ESTUARINE MARSHES,taniamaxwell7,,FALSE,,USA,FALSE,,,VERTICAL ACCRETION IN MICROTIDAL REGULARLY AND IRREGULARLY FLOODED ESTUARINE MARSHES,,"Craft, C.B.; Seneca, E.D.; Broome, S.W."
90075414,"Microbial communities within saltmarsh sediments: Composition, abundance and pollution constraints",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Microbial communities within saltmarsh sediments: Composition, abundance and pollution constraints",,"Machado, Ana; Magalhaes, Catarina; Mucha, Ana P.; Almeida, C. Marisa R.; Bordalo, Adriano A."
90075415,Effect of waterlogging on soil biochemical properties and organic matter quality in different salt marsh systems,taniamaxwell7,,TRUE, Europe (rare),,TRUE,,,Effect of waterlogging on soil biochemical properties and organic matter quality in different salt marsh systems,,"Ferronato, Chiara; Marinari, Sara; Francioso, Ornella; Bello, Diana; Trasar-Cepeda, Carmen; Antisari, Livia Vittori"
90075416,Changes in microbial community structure and activity in response to fluctuations in organic carbon pools in salt marsh sediments,taniamaxwell7,,FALSE,,USA,TRUE,,,Changes in microbial community structure and activity in response to fluctuations in organic carbon pools in salt marsh sediments,,"Edmonds, J. W.; Weston, N. B.; Joye, S. B.; Moran, M. A."
90075417,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S. tidal marshes",taniamaxwell7,,FALSE,,USA,TRUE,,,"Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S. tidal marshes",,"Craft, Christopher"
90075418,Top-down and bottom-up controls on southern New England salt marsh crab populations,taniamaxwell7,,FALSE,,USA,FALSE,,,Top-down and bottom-up controls on southern New England salt marsh crab populations,,"Raposa, Kenneth B.; McKinney, Richard A.; Wigand, Cathleen; Hollister, Jeffrey W.; Lovall, Cassie; Szura, Katelyn; Gurak, John A., Jr.; McNamee, Jason; Raithel, Christopher; Watson, Elizabeth B."
90075419,Effects of Spartina alterniflora invasion on methane emission in coastal salt marsh,taniamaxwell7,,FALSE,, China,FALSE,,,Effects of Spartina alterniflora invasion on methane emission in coastal salt marsh,,Pan Xiao-cui; Guan Ming; Zhang Chong-bang
90075420,Sediment (grain size and clay mineralogy) and organic matter quality control on living benthic foraminifera,taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,Sediment (grain size and clay mineralogy) and organic matter quality control on living benthic foraminifera,,"du Chatelet, Eric Armynot; Bout-Roumazeilles, Viviane; Riboulleau, Armelle; Trentesaux, Alain"
90075421,Long-term chemical effects of petroleum in south Louisiana wetlands-I. Organic carbon in sediments and waters,taniamaxwell7,,FALSE,,USA,FALSE,,,Long-term chemical effects of petroleum in south Louisiana wetlands-I. Organic carbon in sediments and waters,,"Whelan III, T.; Ishmael, J.T.; Bishop, W.S."
90075422,Increased Organic Carbon Burial in Northern Florida Mangrove-Salt Marsh Transition Zones,taniamaxwell7,,FALSE,,USA,,TRUE,,Increased Organic Carbon Burial in Northern Florida Mangrove-Salt Marsh Transition Zones,,"Vaughn, Derrick R.; Bianchi, Thomas S.; Shields, Michael R.; Kenney, William F.; Osborne, Todd Z."
90075423,"Carbon stable isotope (delta C-13) and elemental (TOC, TN) geochemistry in saltmarsh surface sediments (Western Brittany, France): a useful tool for reconstructing Holocene relative sea-level",taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,"Carbon stable isotope (delta C-13) and elemental (TOC, TN) geochemistry in saltmarsh surface sediments (Western Brittany, France): a useful tool for reconstructing Holocene relative sea-level",,"Goslin, Jerome; Sansjofre, Pierre; Van Vliet-Lanoe, Brigitte; Delacourt, Christophe"
90075424,"Genotypic diversity at multiple spatial scales in the foundation marsh species, Spartina alterniflora",taniamaxwell7,,FALSE,,USA,FALSE,,,"Genotypic diversity at multiple spatial scales in the foundation marsh species, Spartina alterniflora",,"Hughes, A. Randall; Lotterhos, Katie E."
90075425,"Coastal reconstruction of Vista Alegre, an ancient maritime Maya settlement",taniamaxwell7,,TRUE, Central/South America,,FALSE,,,"Coastal reconstruction of Vista Alegre, an ancient maritime Maya settlement",,"Jaijel, Roy; Glover, Jeffrey B.; Rissolo, Dominique; Beddows, Patricia A.; Smith, Derek; Ben-Avraham, Zvi; Goodman-Tchernov, Beverly"
90075426,Spartina alterniflora invasion alters soil bulk density in coastal wetlands of China,taniamaxwell7,,FALSE,, China,,TRUE,,Spartina alterniflora invasion alters soil bulk density in coastal wetlands of China,,"Yang, Ren-Min; Chen, Liu-Mei"
90075427,Impacts of land reclamation on tidal marsh 'blue carbon' stocks,taniamaxwell7,,FALSE,, Australia,,TRUE,,Impacts of land reclamation on tidal marsh 'blue carbon' stocks,,"Lewis, Carolyn J. Ewers; Baldock, Jeffrey A.; Hawke, Bruce; Gadd, Patricia S.; Zawadzki, Atun; Heijnis, Henk; Jacobsen, Geraldine E.; Rogers, Kerrylee; Macreadie, Peter, I"
90075428,Soil organic carbon stabilization mechanisms in a subtropical mangrove and salt marsh ecosystems,taniamaxwell7,,FALSE,, China,FALSE,,,Soil organic carbon stabilization mechanisms in a subtropical mangrove and salt marsh ecosystems,,"Sun, Huimin; Jiang, Jiang; Cui, Lina; Feng, Wenting; Wang, Yugang; Zhang, Jinchi"
90075429,PEDOLOGIC PROPERTIES OF NEW-JERSEY TIDAL MARSHES,taniamaxwell7,,FALSE,,USA,FALSE,,,PEDOLOGIC PROPERTIES OF NEW-JERSEY TIDAL MARSHES,,"Jaworski, A.Z.; Tedrow, J.C."
90075430,"The effect of biomass variations of Spartina alterniflora on the organic carbon content and composition of a salt marsh in northern Jiangsu Province, China",taniamaxwell7,,FALSE,, China,TRUE,,,"The effect of biomass variations of Spartina alterniflora on the organic carbon content and composition of a salt marsh in northern Jiangsu Province, China",,"Gao, Jian Hua; Feng, Zhen Xing; Chen, Lian; Wang, Ya Ping; Bai, Fenglong; Li, Jun"
90075431,STUDIES ON MYCOFLORA OF SALT MARSHES IN EGYPT .4. OSMOPHILIC FUNGI,taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,STUDIES ON MYCOFLORA OF SALT MARSHES IN EGYPT .4. OSMOPHILIC FUNGI,,"Abdel-Hafez, S.I.; Moubasher, A.H.; Abdel-Fattah, H.M."
90075432,"Blue Carbon: Methane Emissions from Managed Saline Ponds in the South Bay Salt Pond Restoration Project, San Francisco Bay",taniamaxwell7,,FALSE,,USA,FALSE,,,"Blue Carbon: Methane Emissions from Managed Saline Ponds in the South Bay Salt Pond Restoration Project, San Francisco Bay",,"Miller, Haley J; Woerndle, Glenn E; Crooks, Steve; Keller, Jason K"
90075433,ENVIRONMENTAL CONTAMINATION BY HEAVY-METALS AND FLUORIDE IN THE SAEFTINGE SALT-MARSH (THE NETHERLANDS) AND ITS EFFECT ON SHEEP,taniamaxwell7,,FALSE, Europe,,FALSE,,,ENVIRONMENTAL CONTAMINATION BY HEAVY-METALS AND FLUORIDE IN THE SAEFTINGE SALT-MARSH (THE NETHERLANDS) AND ITS EFFECT ON SHEEP,,"Baars, A.J.; van Beek, H.; Spierenburg, T.J.; Beeftink, W.G.; Nieuwenhuize, J.; Pekelder, J.J.; Boom, J."
90075434,Carbon distribution in restored and reference marshes at Blackwater National Wildlife Refuge,taniamaxwell7,,FALSE,,USA,TRUE,,,Carbon distribution in restored and reference marshes at Blackwater National Wildlife Refuge,,"Wills, Skye A.; Needelman, Brian A.; Weil, Ray R."
90075435,Distribution and partitioning of major and trace elements in pyrite-bearing sediments of a Mediterranean coastal lagoon,taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,Distribution and partitioning of major and trace elements in pyrite-bearing sediments of a Mediterranean coastal lagoon,,"Botsou, F.; Godelitsas, A.; Kaberi, H.; Mertzimekis, T. J.; Goettlicher, J.; Steininger, R.; Scoullos, M."
90075436,"Proximate Composition, Bioactive Compounds, and Antioxidant Potential of Wild Halophytes Grown in Coastal Salt Marsh Habitats",taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,"Proximate Composition, Bioactive Compounds, and Antioxidant Potential of Wild Halophytes Grown in Coastal Salt Marsh Habitats",,"El-Amier, Yasser A; Soufan, Walid; Almutairi, Khalid F; Zaghloul, Nouf S; Abd-ElGawad, Ahmed M"
90075437,Total benthic foraminifera assemblages in the southwestern Spanish estuaries,taniamaxwell7,,FALSE, Europe,,FALSE,,,Total benthic foraminifera assemblages in the southwestern Spanish estuaries,,"Gonzalez-Regalado, M.L.; Ruiz, F.; Baceta, J.I.; Gonzalez-Regalado, E.; Munoz, J.M."
