"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","Nation","SOM_perc","SOM_perc_Heiri","N_perc","Original_source","Conv_factor","State","Location","Depth_to_bedrock_m","Season","Treatment","Replicate","n_cores","Core_type","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined"
"Ruranska et al 2020","PR Harrapool","Harrapool",NA,"Salt marsh",57.240159,-5.8842264,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.14,0.18,NA,NA,54.52,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.14,54.52,0.18
"Ruranska et al 2020","PR Harrapool","Harrapool",NA,"Salt marsh",57.239296,-5.8833396,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",12.64,0.29,NA,NA,21.52,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,21.52,0.29
"Ruranska et al 2020","PR Harrapool","Harrapool",NA,"Salt marsh",57.239548,-5.8836149,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.51,0.54,NA,NA,15.31,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51,15.31,0.54
"Ruranska et al 2020","PR Harrapool","Harrapool",NA,"Salt marsh",57.239751,-5.8837688,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.91,0.31,NA,NA,36.36,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.91,36.36,0.31
"Ruranska et al 2020","PR Inverbroom","Inverbroom",NA,"Salt marsh",57.81650922,-5.071992389,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.47,0.34,NA,NA,33.72,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,33.72,0.34
"Ruranska et al 2020","PR Inverbroom","Inverbroom",NA,"Salt marsh",57.817041,-5.0725049,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.51,0.43,NA,NA,18.3,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,18.3,0.43
"Ruranska et al 2020","PR Inverbroom","Inverbroom",NA,"Salt marsh",57.81628417,-5.071705806,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",17.88,0.16,NA,NA,66.21,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.88,66.21,0.16
"Ruranska et al 2020","PR Inverbroom","Inverbroom",NA,"Salt marsh",57.81674192,-5.07223175,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",12.56,0.24,NA,NA,40.8,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.56,40.8,0.24
"Ruranska et al 2020","PR Inverbroom","Inverbroom",NA,"Salt marsh",57.81719206,-5.0727725,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.8,0.27,NA,NA,34.15,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,34.15,0.27
"Ruranska et al 2020","PR Isleornsay","Isleornsay",NA,"Salt marsh",57.144861,-5.8038413,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",26.66,0.17,NA,NA,61.77,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.66,61.77,0.17
"Ruranska et al 2020","PR Isleornsay","Isleornsay",NA,"Salt marsh",57.145603,-5.8030905,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",18.7,0.26,NA,NA,56.89,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,56.89,0.26
"Ruranska et al 2020","PR Isleornsay","Isleornsay",NA,"Salt marsh",57.14515,-5.8035235,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",16.25,0.29,NA,NA,28.5,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,28.5,0.29
"Ruranska et al 2020","PR Isleornsay","Isleornsay",NA,"Salt marsh",57.145874,-5.8027544,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",15.29,0.42,NA,NA,27.43,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.29,27.43,0.42
"Ruranska et al 2020","PR Isleornsay","Isleornsay",NA,"Salt marsh",57.146282,-5.8023497,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",24.6,0.19,NA,NA,59.19,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,59.19,0.19
"Ruranska et al 2020","PR Killilan","Killilan",NA,"Salt marsh",57.31668611,-5.443497222,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",10.98,0.55,NA,NA,11.47,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.98,11.47,0.55
"Ruranska et al 2020","PR Killilan","Killilan",NA,"Salt marsh",57.31704444,-5.442875,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.39,0.81,NA,NA,8.04,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,8.04,0.81
"Ruranska et al 2020","PR Killilan","Killilan",NA,"Salt marsh",57.31790833,-5.441713889,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",15.03,0.47,NA,NA,40.08,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.03,40.08,0.47
"Ruranska et al 2020","PR Killilan","Killilan",NA,"Salt marsh",57.31830278,-5.441125,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",15.41,0.29,NA,NA,42.3,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,42.3,0.29
"Ruranska et al 2020","PR Killilan","Killilan",NA,"Salt marsh",57.31750833,-5.442341667,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.43,0.26,NA,NA,34.02,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.43,34.02,0.26
"Ruranska et al 2020","PR Kinloch","Kinloch",NA,"Salt marsh",57.176314,-5.8043616,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.85,0.2,NA,NA,36.27,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,36.27,0.2
"Ruranska et al 2020","PR Kinloch","Kinloch",NA,"Salt marsh",57.177169,-5.8052442,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",25.67,0.17,NA,NA,74.36,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.67,74.36,0.17
"Ruranska et al 2020","PR Kinloch","Kinloch",NA,"Salt marsh",57.175744,-5.8035911,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",2.06,0.96,NA,NA,7.01,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,7.01,0.96
"Ruranska et al 2020","PR Kinloch","Kinloch",NA,"Salt marsh",57.176108,-5.8040424,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",6.93,0.42,NA,NA,22.96,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93,22.96,0.42
"Ruranska et al 2020","PR Kinloch","Kinloch",NA,"Salt marsh",57.176549,-5.8046341,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.14,0.26,NA,NA,51.08,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14,51.08,0.26
"Ruranska et al 2020","PR Kirkconnell","Kirkconnell",NA,"Salt marsh",54.9873,-3.5804,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.52,0.71,NA,NA,11.3,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,11.3,0.71
"Ruranska et al 2020","PR Kirkconnell","Kirkconnell",NA,"Salt marsh",54.9879,-3.5766,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",6.13,1.27,NA,NA,3.07,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13,3.07,1.27
"Ruranska et al 2020","PR Kirkconnell","Kirkconnell",NA,"Salt marsh",54.9878,-3.5789,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",6.97,0.72,NA,NA,11.59,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97,11.59,0.72
"Ruranska et al 2020","PR Kirkconnell","Kirkconnell",NA,"Salt marsh",54.9876,-3.5787,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.64,0.77,NA,NA,11.11,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64,11.11,0.77
"Ruranska et al 2020","PR Kirkconnell","Kirkconnell",NA,"Salt marsh",54.988,-3.5767,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",3.46,1.11,NA,NA,4.84,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,4.84,1.11
"Ruranska et al 2020","PR Kirkton","Kirkton",NA,"Salt marsh",57.281682,-5.6016026,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",15.67,0.22,NA,NA,50.44,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67,50.44,0.22
"Ruranska et al 2020","PR Kirkton","Kirkton",NA,"Salt marsh",57.280372,-5.6005781,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",24.88,0.2,NA,NA,53.5,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88,53.5,0.2
"Ruranska et al 2020","PR Kirkton","Kirkton",NA,"Salt marsh",57.281435,-5.6014457,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",24.96,0.19,NA,NA,55.33,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.96,55.33,0.19
"Ruranska et al 2020","PR Kirkton","Kirkton",NA,"Salt marsh",57.28118,-5.6012381,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.07,0.2,NA,NA,47.38,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.07,47.38,0.2
"Ruranska et al 2020","PR Kirkton","Kirkton",NA,"Salt marsh",57.280891,-5.6009775,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",19.63,0.2,NA,NA,58.37,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.63,58.37,0.2
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.4487,-4.47943,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",33.24,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.24,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44865,-4.47987,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",25.72,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.72,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44875,-4.4796,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",20.43,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.43,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44866,-4.48003,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",13.94,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44867,-4.48025,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",11.82,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44894,-4.47994,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",8.64,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44884,-4.4803,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",8.15,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44877,-4.48072,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",7.95,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,NA,NA
"Ruranska et al 2020","PR Kyle of Tongue","Kyle of Tongue",NA,"Salt marsh",58.44899,-4.48035,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",3.76,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,NA,NA
"Ruranska et al 2020","PR Kyleakin","Kyleakin",NA,"Salt marsh",57.269642,-5.7415352,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",22.72,0.11,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.72,NA,0.11
"Ruranska et al 2020","PR Kyleakin","Kyleakin",NA,"Salt marsh",57.269996,-5.7408244,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",18.81,0.26,NA,NA,50.1,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.81,50.1,0.26
"Ruranska et al 2020","PR Kyleakin","Kyleakin",NA,"Salt marsh",57.269692,-5.7413743,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",30.75,0.13,NA,NA,65.59,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75,65.59,0.13
"Ruranska et al 2020","PR Kyleakin","Kyleakin",NA,"Salt marsh",57.269788,-5.7411849,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",26.22,0.26,NA,NA,58.91,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.22,58.91,0.26
"Ruranska et al 2020","PR Kyleakin","Kyleakin",NA,"Salt marsh",57.269864,-5.7410433,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.58,0.23,NA,NA,54.22,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.58,54.22,0.23
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.8438,-5.222164,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.78,0.79,NA,NA,26.27,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.78,26.27,0.79
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.843852,-5.221158,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.38,0.87,NA,NA,7.73,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38,7.73,0.87
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.843979,-5.218968,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",12.77,0.24,NA,NA,39.28,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.77,39.28,0.24
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.844098,-5.217945,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",23.63,0.32,NA,NA,68.31,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.63,68.31,0.32
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.843268,-5.223241,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",3.72,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.843286,-5.222963,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",6.2,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.843205,-5.222443,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",21.19,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.19,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.842961,-5.221586,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",14.66,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.66,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.842828,-5.22112,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",16.81,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.81,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.842709,-5.220807,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",17.91,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.91,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.842423,-5.220174,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",39.48,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.48,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.844503,-5.221006,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",9.16,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.844423,-5.220238,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",22.59,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.59,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.844312,-5.218622,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",17.12,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.12,NA,NA
"Ruranska et al 2020","PR Little Loch Broom","Little Loch Broom",NA,"Salt marsh",57.844301,-5.217701,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",9.93,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93,NA,NA
"Ruranska et al 2020","PR Loch Ainort","Loch Ainort",NA,"Salt marsh",57.269472,-6.082003,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.29,0.28,NA,NA,31.01,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.29,31.01,0.28
"Ruranska et al 2020","PR Loch Ainort","Loch Ainort",NA,"Salt marsh",57.269689,-6.081642,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.23,0.26,NA,NA,33.93,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.23,33.93,0.26
"Ruranska et al 2020","PR Loch Ainort","Loch Ainort",NA,"Salt marsh",57.269275,-6.082481,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",8.07,0.59,NA,NA,22.23,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,22.23,0.59
"Ruranska et al 2020","PR Loch Ainort","Loch Ainort",NA,"Salt marsh",57.270075,-6.081211,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",8.5,0.46,NA,NA,21.63,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,21.63,0.46
"Ruranska et al 2020","PR Loch Ainort","Loch Ainort",NA,"Salt marsh",57.269839,-6.081489,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.49,0.34,NA,NA,27.35,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,27.35,0.34
"Ruranska et al 2020","PR Loch Creran","Loch Creran",NA,"Salt marsh",56.55449,-5.24616,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",NA,0.19,NA,NA,55.82,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.82,0.19
"Ruranska et al 2020","PR Loch Creran","Loch Creran",NA,"Salt marsh",56.55498,-5.24569,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",NA,0.2,NA,NA,47.59,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.59,0.2
"Ruranska et al 2020","PR Loch Creran","Loch Creran",NA,"Salt marsh",56.55545,-5.24543,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",NA,0.31,NA,NA,53.72,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.72,0.31
"Ruranska et al 2020","PR Loch Creran","Loch Creran",NA,"Salt marsh",56.55473,-5.24593,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",NA,0.21,NA,NA,56.89,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.89,0.21
"Ruranska et al 2020","PR Loch Creran","Loch Creran",NA,"Salt marsh",56.55429,-5.24638,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",NA,0.18,NA,NA,51.49,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.49,0.18
"Ruranska et al 2020","PR Loch Crinan","Loch Crinan",NA,"Salt marsh",56.07567222,-5.528902778,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",25.47,0.27,NA,NA,59.23,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.47,59.23,0.27
